age,weight,height,sex,goal,activity,recommended_diet,initial_weight,final_weight,duration_days,waist_before,waist_after,hips_before,hips_after,chest_before,chest_after,food_likes,food_dislikes,diet_type_used,satisfaction_level,success,estimated_lean_mass,calories_deficit,macro_protein,macro_fat,macro_carbs,food_intolerance
44,103.0,195,жена,поддържане,средна,кето,98.0,103.0,51,106,106,115,112,98,98,"плодове, зеленчуци, бобови","плодове, яйца",кето,8,Да,59.3,1948,149,63,238,
53,60.7,172,мъж,поддържане,ниска,високопротеинов,60.7,60.7,68,82,74,92,91,84,77,"ориз, картофи, тестени изделия","ориз, плодове",високопротеинов,10,False,48.6,2337,130,68,192,
64,74.0,186,мъж,отслабване,ниска,кето,64.0,74.0,119,97,91,119,118,94,84,"пилешко, сладки, бобови","плодове, пилешко",кето,10,Да,53.2,1852,99,43,272,фъстъци
51,70.3,169,мъж,поддържане,средна,растителен,63.9,70.3,48,76,67,118,112,120,116,"сладко, картофи, ориз","тестени изделия, риба",растителен,5,True,56.2,1850,98,59,241,
55,75.0,187,мъж,качване,ниска,вегетариански,74.0,75.0,171,86,78,118,110,110,100,"яйца, хляб, зеленчуци","зеленчуци, плодове",вегетариански,9,Да,54.9,2428,81,82,161,глутен
49,89.2,197,жена,поддържане,висока,растителен,93.7,89.2,36,104,99,100,98,87,79,"сирене, сладко, плодове","зеленчуци, ориз",растителен,4,False,71.4,1793,99,65,157,
29,94.0,189,мъж,отслабване,висока,кето,89.0,94.0,157,109,108,110,106,102,96,"пилешко, зеленчуци, риба","риба, бобови",кето,9,Да,56.6,1826,115,43,149,фъстъци
24,65.9,171,жена,отслабване,средна,растителен,59.9,65.9,104,86,82,98,89,84,81,"риба, яйца, плодове","пилешко, ориз",растителен,6,False,52.7,1744,145,60,207,
37,89.0,186,жена,отслабване,висока,вегетариански,86.0,89.0,83,110,107,98,88,85,83,"зеленчуци, яйца, плодове","риба, яйца",вегетариански,8,Не,52.3,1874,116,85,172,лактоза
20,76.0,192,мъж,качване,ниска,нисковъглехидратен,69.0,76.0,82,74,73,109,109,108,99,"пилешко, зеленчуци, хляб","пилешко, сладки",нисковъглехидратен,9,Да,63.9,1515,97,72,174,
40,75.0,192,жена,поддържане,висока,вегетариански,69.0,75.0,162,70,69,119,118,115,111,"бобови, хляб, яйца","плодове, зеленчуци",вегетариански,7,Да,51.5,2233,144,46,243,глутен
61,105.0,192,мъж,качване,ниска,нисковъглехидратен,94.0,105.0,60,81,73,102,94,88,85,"пилешко, бобови, яйца","мляко, сладки",нисковъглехидратен,4,Не,53.7,1964,104,86,295,
45,87.0,194,мъж,поддържане,висока,вегетариански,77.0,87.0,127,95,89,103,95,93,83,"яйца, мляко, риба","зеленчуци, сладки",вегетариански,3,Не,69.9,1657,97,40,118,фъстъци
56,118.0,178,жена,отслабване,ниска,високопротеинов,116.6,118.0,67,104,97,114,110,100,97,"сирене, риба, ориз","плодове, картофи",високопротеинов,9,False,94.4,1698,149,62,271,
56,57.2,160,жена,поддържане,висока,растителен,62.9,57.2,114,94,88,106,103,91,90,"сладко, зеленчуци, яйца","сирене, пилешко",растителен,6,False,45.8,2009,95,54,275,
58,125.5,164,жена,поддържане,средна,нисковъглехидратен,119.5,125.5,93,77,75,120,119,84,82,"тестени изделия, сирене, ориз","пилешко, плодове",нисковъглехидратен,9,True,100.4,2336,119,59,252,
49,56.0,162,мъж,отслабване,висока,вегетариански,44.0,56.0,155,103,94,112,103,96,96,"хляб, зеленчуци, плодове","риба, пилешко",вегетариански,2,Не,65.0,1524,126,75,290,глутен
20,95.0,158,мъж,поддържане,средна,кето,81.0,95.0,68,108,100,94,89,119,114,"яйца, сладки, плодове","плодове, хляб",кето,5,Не,65.4,2154,122,83,128,
57,78.0,159,жена,отслабване,ниска,вегетариански,72.0,78.0,125,79,78,93,93,95,86,"яйца, плодове, пилешко","хляб, риба",вегетариански,8,Да,53.3,1833,106,74,233,фъстъци
38,107.0,172,мъж,поддържане,висока,кето,94.0,107.0,100,73,72,101,96,108,101,"бобови, риба, зеленчуци","бобови, плодове",кето,6,Да,49.7,2337,91,45,200,
31,97.0,197,жена,качване,средна,кето,91.0,97.0,135,102,100,95,93,94,85,"плодове, зеленчуци, пилешко","яйца, пилешко",кето,2,Не,61.8,1913,92,52,285,
55,98.0,190,жена,качване,висока,балансиран,96.0,98.0,109,97,94,91,88,85,79,"риба, мляко, плодове","пилешко, плодове",балансиран,1,Да,62.5,1735,143,62,233,глутен
54,60.0,187,мъж,отслабване,висока,вегетариански,59.0,60.0,176,79,79,95,91,91,83,"сладки, пилешко, хляб","плодове, риба",вегетариански,10,Не,66.7,1749,108,66,253,глутен
59,79.5,189,мъж,качване,висока,растителен,77.2,79.5,75,104,94,119,113,112,104,"плодове, тестени изделия, пилешко","яйца, риба",растителен,1,True,63.6,1748,99,59,265,
61,95.0,163,жена,поддържане,висока,кето,82.0,95.0,95,74,73,107,107,83,78,"зеленчуци, мляко, яйца","пилешко, бобови",кето,10,Не,52.6,2208,127,48,243,фъстъци
28,95.0,195,жена,качване,висока,кето,90.0,95.0,122,102,99,93,90,88,85,"мляко, пилешко, яйца","бобови, хляб",кето,3,Да,46.6,2215,141,73,205,
31,92.3,152,мъж,поддържане,висока,високопротеинов,99.4,92.3,63,95,86,96,87,108,99,"сирене, пилешко, зеленчуци","яйца, плодове",високопротеинов,7,False,73.8,2219,132,82,300,
28,66.3,190,жена,поддържане,средна,високопротеинов,66.2,66.3,38,96,94,118,110,99,91,"картофи, яйца, сладко","картофи, сладко",високопротеинов,6,True,53.0,2063,141,97,194,
38,72.0,176,мъж,качване,висока,кето,72.0,72.0,97,85,81,92,86,101,100,"бобови, яйца, зеленчуци","хляб, бобови",кето,5,Да,68.7,1789,143,87,151,глутен
51,91.3,154,жена,качване,средна,балансиран,91.4,91.3,94,91,85,118,115,92,85,"риба, тестени изделия, зеленчуци","тестени изделия, сладко",балансиран,3,False,73.0,2008,87,87,248,
29,93.7,160,мъж,поддържане,ниска,високопротеинов,95.8,93.7,111,100,97,118,116,117,108,"ориз, сирене, риба","риба, тестени изделия",високопротеинов,8,False,75.0,1686,111,60,289,
52,88.0,167,жена,качване,ниска,нисковъглехидратен,78.0,88.0,104,88,79,98,90,86,84,"сладки, пилешко, яйца","яйца, бобови",нисковъглехидратен,6,Да,64.0,2204,142,49,247,глутен
55,66.0,161,мъж,отслабване,висока,вегетариански,51.0,66.0,116,99,97,92,87,113,107,"яйца, плодове, пилешко","хляб, пилешко",вегетариански,5,Не,68.2,1979,113,79,294,глутен
52,101.5,192,мъж,поддържане,средна,балансиран,100.3,101.5,67,97,93,117,111,90,84,"сирене, ориз, зеленчуци","сирене, картофи",балансиран,1,True,81.2,2453,131,63,252,
53,107.0,178,жена,отслабване,висока,нисковъглехидратен,92.0,107.0,145,86,83,116,106,97,89,"мляко, зеленчуци, яйца","мляко, риба",нисковъглехидратен,5,Не,53.0,1565,97,49,159,фъстъци
48,69.6,172,жена,поддържане,средна,растителен,65.1,69.6,51,80,74,114,109,85,79,"яйца, тестени изделия, зеленчуци","картофи, сладко",растителен,1,True,55.7,2363,97,56,276,
33,78.0,196,мъж,качване,висока,вегетариански,68.0,78.0,137,82,72,118,113,94,93,"хляб, зеленчуци, пилешко","зеленчуци, сладки",вегетариански,4,Да,56.8,2392,86,67,137,глутен
26,120.1,157,жена,отслабване,висока,растителен,117.7,120.1,102,71,64,98,95,93,86,"тестени изделия, картофи, яйца","плодове, пилешко",растителен,7,False,96.1,2423,110,58,282,
28,84.0,199,мъж,качване,ниска,вегетариански,82.0,84.0,83,110,107,117,107,107,106,"зеленчуци, сладки, хляб","риба, яйца",вегетариански,6,Да,47.2,1511,102,90,164,лактоза
56,101.2,184,жена,отслабване,висока,растителен,101.7,101.2,64,96,88,116,111,99,92,"яйца, плодове, сирене","плодове, сладко",растителен,1,True,81.0,2367,147,97,183,
56,107.0,192,мъж,отслабване,висока,вегетариански,104.0,107.0,60,75,66,94,88,116,114,"риба, яйца, мляко","плодове, мляко",вегетариански,5,Не,62.3,2062,112,50,299,лактоза
22,97.0,159,жена,качване,ниска,нисковъглехидратен,95.0,97.0,165,83,77,103,96,101,99,"хляб, плодове, бобови","хляб, риба",нисковъглехидратен,3,Да,61.8,1957,136,82,208,лактоза
32,69.9,179,жена,качване,ниска,нисковъглехидратен,71.5,69.9,45,106,97,103,99,83,79,"плодове, яйца, пилешко","риба, ориз",нисковъглехидратен,10,False,55.9,1981,101,86,211,
57,78.0,159,жена,отслабване,ниска,вегетариански,72.0,78.0,125,79,78,93,93,95,86,"яйца, плодове, пилешко","хляб, риба",вегетариански,8,Да,53.3,1833,106,74,233,фъстъци
53,85.8,194,жена,качване,висока,нисковъглехидратен,90.1,85.8,116,78,71,108,105,105,103,"пилешко, ориз, тестени изделия","сладко, тестени изделия",нисковъглехидратен,2,False,68.6,1750,115,50,159,
21,57.6,183,мъж,поддържане,висока,растителен,56.2,57.6,54,75,66,95,92,81,72,"плодове, пилешко, сирене","ориз, зеленчуци",растителен,7,True,46.1,2050,117,64,188,
54,96.6,165,жена,отслабване,средна,балансиран,86.9,96.6,42,109,99,100,93,111,103,"ориз, сладко, яйца","тестени изделия, плодове",балансиран,1,False,77.3,1989,138,87,192,
22,56.0,171,жена,качване,висока,кето,44.0,56.0,102,86,76,120,111,89,84,"риба, яйца, мляко","плодове, сладки",кето,2,Не,59.0,2072,96,82,279,глутен
29,69.0,195,жена,отслабване,висока,балансиран,66.0,69.0,86,78,76,112,109,99,97,"зеленчуци, яйца, пилешко","сладки, риба",балансиран,8,Не,46.1,1620,84,90,268,лактоза
46,71.7,176,мъж,качване,висока,нисковъглехидратен,67.3,71.7,57,102,96,95,87,111,107,"ориз, зеленчуци, яйца","сирене, яйца",нисковъглехидратен,8,True,57.4,2057,112,56,259,
35,90.3,188,жена,отслабване,ниска,високопротеинов,89.7,90.3,74,71,66,98,92,106,96,"тестени изделия, зеленчуци, риба","сирене, яйца",високопротеинов,7,False,72.2,2289,146,54,215,
35,95.0,198,жена,качване,висока,високопротеинов,87.0,95.0,132,92,85,111,102,105,98,"бобови, плодове, риба","мляко, риба",високопротеинов,8,Не,50.8,1675,83,46,288,лактоза
40,82.0,175,мъж,отслабване,висока,балансиран,73.0,82.0,96,81,81,120,114,108,100,"бобови, зеленчуци, пилешко","мляко, риба",балансиран,1,Да,65.8,1855,96,52,202,глутен
56,107.0,192,мъж,отслабване,висока,вегетариански,104.0,107.0,60,75,66,94,88,116,114,"риба, яйца, мляко","плодове, мляко",вегетариански,5,Не,62.3,2062,112,50,299,лактоза
50,99.2,152,мъж,поддържане,средна,нисковъглехидратен,103.2,99.2,110,78,70,99,94,118,111,"плодове, яйца, сирене","сладко, плодове",нисковъглехидратен,7,False,79.4,2272,134,73,190,
56,101.2,184,жена,отслабване,висока,растителен,101.7,101.2,64,96,88,116,111,99,92,"яйца, плодове, сирене","плодове, сладко",растителен,1,True,81.0,2367,147,97,183,
18,58.0,176,мъж,качване,ниска,балансиран,56.0,58.0,68,70,67,106,99,103,103,"мляко, бобови, пилешко","пилешко, сладки",балансиран,9,Не,58.4,1987,82,72,278,лактоза
58,104.0,163,мъж,поддържане,средна,вегетариански,95.0,104.0,71,86,76,109,106,105,102,"риба, яйца, бобови","пилешко, зеленчуци",вегетариански,8,Не,55.6,1475,105,50,169,фъстъци
32,68.0,155,жена,качване,висока,високопротеинов,55.0,68.0,95,82,82,112,112,116,108,"риба, пилешко, зеленчуци","зеленчуци, хляб",високопротеинов,2,Да,55.7,1919,113,74,208,
28,84.0,199,мъж,качване,ниска,вегетариански,82.0,84.0,83,110,107,117,107,107,106,"зеленчуци, сладки, хляб","риба, яйца",вегетариански,6,Да,47.2,1511,102,90,164,лактоза
32,117.7,178,мъж,поддържане,средна,балансиран,110.8,117.7,33,77,75,90,86,80,71,"риба, картофи, яйца","тестени изделия, картофи",балансиран,1,True,94.2,1804,111,88,192,
64,70.0,186,мъж,качване,висока,кето,60.0,70.0,90,89,87,111,103,94,88,"плодове, бобови, пилешко","бобови, яйца",кето,8,Да,69.3,2180,147,60,278,
41,86.2,196,жена,качване,средна,растителен,91.2,86.2,84,75,66,97,95,119,113,"зеленчуци, ориз, яйца","тестени изделия, картофи",растителен,3,False,69.0,1905,100,55,283,
40,106.8,180,мъж,отслабване,средна,растителен,102.6,106.8,117,78,75,109,104,109,104,"яйца, картофи, сирене","сладко, пилешко",растителен,8,False,85.4,2426,80,58,231,
65,74.0,181,жена,отслабване,средна,нисковъглехидратен,68.0,74.0,85,88,78,96,90,91,85,"яйца, пилешко, бобови","плодове, зеленчуци",нисковъглехидратен,6,Не,47.1,2360,97,60,277,
49,89.0,189,жена,поддържане,ниска,растителен,90.1,89.0,41,78,73,106,101,94,90,"пилешко, тестени изделия, ориз","картофи, плодове",растителен,6,False,71.2,1581,135,99,158,
19,100.0,166,мъж,поддържане,висока,нисковъглехидратен,95.0,100.0,40,101,101,91,90,100,91,"плодове, риба, зеленчуци","хляб, риба",нисковъглехидратен,4,Да,59.3,2424,95,73,270,
38,67.0,174,мъж,поддържане,средна,вегетариански,64.0,67.0,174,82,73,107,105,115,115,"мляко, зеленчуци, бобови","плодове, риба",вегетариански,3,Не,51.1,1715,134,90,196,
54,84.0,161,мъж,поддържане,средна,балансиран,70.0,84.0,100,108,100,95,94,113,111,"мляко, плодове, сладки","плодове, хляб",балансиран,9,Не,63.3,1438,159,63,298,
45,96.8,167,жена,отслабване,висока,балансиран,103.6,96.8,77,102,99,114,110,119,110,"сирене, яйца, тестени изделия","тестени изделия, риба",балансиран,5,True,77.4,1882,85,69,245,
56,79.3,198,мъж,качване,ниска,балансиран,84.6,79.3,81,107,100,116,114,115,106,"яйца, ориз, тестени изделия","ориз, зеленчуци",балансиран,4,False,63.4,1728,87,90,230,
29,93.0,150,жена,поддържане,висока,високопротеинов,90.0,93.0,131,98,90,111,101,85,84,"яйца, сладки, зеленчуци","риба, яйца",високопротеинов,4,Не,50.0,2227,95,54,208,лактоза
20,73.3,168,жена,поддържане,средна,балансиран,79.6,73.3,108,104,96,114,110,93,90,"тестени изделия, плодове, ориз","тестени изделия, плодове",балансиран,10,False,58.6,2217,130,68,206,
47,76.4,161,жена,поддържане,висока,нисковъглехидратен,66.5,76.4,47,70,67,105,99,93,89,"пилешко, плодове, ориз","плодове, сладко",нисковъглехидратен,4,True,61.1,2172,106,81,169,
18,65.4,179,мъж,качване,висока,високопротеинов,62.0,65.4,80,98,90,90,88,90,81,"сладко, плодове, тестени изделия","зеленчуци, пилешко",високопротеинов,10,True,52.3,1906,134,53,296,
33,57.1,157,жена,отслабване,средна,балансиран,65.5,57.1,86,85,84,90,85,120,117,"сирене, яйца, пилешко","плодове, сирене",балансиран,10,True,45.7,2124,118,51,219,
50,56.0,185,жена,поддържане,ниска,високопротеинов,42.0,56.0,61,87,80,97,95,86,86,"плодове, сладки, мляко","сладки, зеленчуци",високопротеинов,10,Не,49.7,1726,143,72,219,глутен
30,68.8,188,жена,отслабване,ниска,растителен,74.1,68.8,107,86,77,114,111,120,117,"ориз, пилешко, сирене","пилешко, зеленчуци",растителен,5,True,55.0,2485,133,99,211,
28,57.9,152,жена,качване,средна,високопротеинов,61.8,57.9,43,100,90,112,108,110,108,"яйца, сирене, риба","картофи, пилешко",високопротеинов,2,False,46.3,2136,113,86,293,
53,106.2,190,жена,отслабване,средна,нисковъглехидратен,112.7,106.2,72,79,73,92,90,98,88,"тестени изделия, риба, ориз","сирене, риба",нисковъглехидратен,6,True,85.0,1879,129,91,164,
36,101.5,169,жена,поддържане,висока,балансиран,103.2,101.5,34,81,79,120,116,106,100,"плодове, ориз, тестени изделия","плодове, сирене",балансиран,2,False,81.2,2270,90,93,287,
54,79.1,163,жена,качване,ниска,високопротеинов,72.0,79.1,88,75,67,115,106,104,98,"плодове, зеленчуци, ориз","сирене, зеленчуци",високопротеинов,9,True,63.3,1731,92,64,190,
64,70.0,186,мъж,качване,висока,кето,60.0,70.0,90,89,87,111,103,94,88,"плодове, бобови, пилешко","бобови, яйца",кето,8,Да,69.3,2180,147,60,278,
59,80.0,180,жена,качване,ниска,вегетариански,71.0,80.0,112,88,78,91,90,116,113,"бобови, пилешко, риба","сладки, яйца",вегетариански,8,Да,68.4,1992,84,40,176,лактоза
24,64.0,193,жена,поддържане,ниска,вегетариански,54.0,64.0,86,74,64,116,109,99,89,"сладки, риба, мляко","пилешко, бобови",вегетариански,2,Да,50.9,2500,97,64,216,фъстъци
27,66.4,170,жена,поддържане,ниска,високопротеинов,76.1,66.4,54,73,69,120,112,91,83,"пилешко, ориз, сирене","картофи, сирене",високопротеинов,9,False,53.1,2335,133,60,170,
64,74.0,186,мъж,отслабване,ниска,кето,64.0,74.0,119,97,91,119,118,94,84,"пилешко, сладки, бобови","плодове, пилешко",кето,10,Да,53.2,1852,99,43,272,фъстъци
28,68.0,159,жена,качване,ниска,растителен,71.6,68.0,87,110,107,106,98,90,83,"яйца, пилешко, ориз","зеленчуци, пилешко",растителен,8,False,54.4,1536,88,65,157,
45,112.4,160,мъж,поддържане,висока,растителен,112.4,112.4,63,104,98,118,117,80,76,"зеленчуци, риба, тестени изделия","риба, плодове",растителен,9,False,89.9,1651,149,79,220,
53,62.0,182,мъж,качване,висока,нисковъглехидратен,58.0,62.0,72,90,82,104,103,93,84,"мляко, риба, плодове","мляко, пилешко",нисковъглехидратен,9,Не,56.4,1518,151,69,272,
42,83.0,188,жена,поддържане,средна,вегетариански,70.0,83.0,55,77,67,110,102,93,87,"мляко, зеленчуци, бобови","хляб, мляко",вегетариански,2,Не,55.7,1922,127,49,275,
22,64.0,193,жена,поддържане,висока,вегетариански,58.0,64.0,138,77,69,97,87,89,85,"яйца, риба, пилешко","яйца, плодове",вегетариански,2,Не,62.2,2224,114,72,238,фъстъци
52,63.3,170,жена,поддържане,ниска,нисковъглехидратен,72.2,63.3,53,91,84,103,101,87,82,"риба, зеленчуци, плодове","сладко, сирене",нисковъглехидратен,3,False,50.6,2202,80,69,162,
21,90.0,155,жена,поддържане,средна,нисковъглехидратен,89.0,90.0,30,91,89,110,106,90,83,"бобови, сладки, плодове","пилешко, риба",нисковъглехидратен,9,Да,65.9,1703,135,48,110,лактоза
44,92.1,192,жена,качване,висока,нисковъглехидратен,88.4,92.1,99,74,68,109,101,87,80,"сладко, тестени изделия, зеленчуци","тестени изделия, сладко",нисковъглехидратен,4,True,73.7,1748,114,85,246,
47,57.0,181,жена,качване,ниска,вегетариански,54.0,57.0,119,75,72,117,113,91,89,"бобови, плодове, мляко","зеленчуци, пилешко",вегетариански,2,Да,64.2,1593,122,41,172,глутен
24,59.6,168,мъж,качване,средна,балансиран,67.5,59.6,67,93,90,119,109,107,97,"ориз, сирене, зеленчуци","яйца, сладко",балансиран,5,False,47.7,1818,106,68,259,
63,67.0,182,мъж,поддържане,висока,кето,56.0,67.0,38,72,63,105,100,87,78,"мляко, риба, бобови","бобови, плодове",кето,2,Да,51.1,1559,149,77,179,
43,77.9,197,мъж,поддържане,висока,балансиран,68.9,77.9,114,77,71,117,116,116,114,"риба, сладко, зеленчуци","пилешко, риба",балансиран,9,True,62.3,2205,125,73,192,
22,56.0,171,жена,качване,висока,кето,44.0,56.0,102,86,76,120,111,89,84,"риба, яйца, мляко","плодове, сладки",кето,2,Не,59.0,2072,96,82,279,глутен
56,103.0,159,мъж,поддържане,средна,вегетариански,91.0,103.0,90,98,88,95,92,116,111,"пилешко, плодове, сладки","риба, пилешко",вегетариански,7,Не,52.5,2490,109,64,274,глутен
29,120.3,172,мъж,качване,средна,нисковъглехидратен,119.0,120.3,112,72,69,111,109,80,79,"яйца, картофи, зеленчуци","сладко, яйца",нисковъглехидратен,10,True,96.2,1624,143,80,157,
44,61.0,160,жена,отслабване,ниска,кето,54.0,61.0,94,75,72,95,89,86,85,"риба, мляко, плодове","пилешко, бобови",кето,2,Да,51.6,1718,90,81,199,
60,67.4,157,жена,отслабване,висока,растителен,60.1,67.4,78,104,100,115,107,93,86,"сирене, картофи, зеленчуци","ориз, сладко",растителен,3,False,53.9,2265,133,81,254,
20,54.0,158,жена,отслабване,висока,кето,43.0,54.0,122,94,85,91,82,89,79,"мляко, хляб, яйца","мляко, риба",кето,6,Не,52.9,1970,111,47,106,глутен
40,59.5,162,мъж,отслабване,висока,високопротеинов,67.2,59.5,33,71,70,100,96,120,119,"плодове, пилешко, риба","сирене, зеленчуци",високопротеинов,5,True,47.6,1780,149,56,206,
29,69.6,166,жена,отслабване,ниска,растителен,63.9,69.6,100,95,86,118,110,95,93,"сладко, сирене, ориз","сирене, сладко",растителен,3,False,55.7,1797,133,94,271,
41,55.8,188,мъж,поддържане,ниска,високопротеинов,59.5,55.8,36,99,98,103,97,116,114,"картофи, плодове, пилешко","сирене, риба",високопротеинов,5,False,44.6,2274,105,61,220,
37,79.0,184,мъж,поддържане,висока,кето,66.0,79.0,91,109,106,107,105,110,104,"риба, хляб, бобови","сладки, бобови",кето,4,Да,61.6,1559,153,71,129,фъстъци
30,82.7,158,мъж,поддържане,средна,растителен,79.0,82.7,69,73,67,105,99,90,81,"сладко, плодове, сирене","картофи, пилешко",растителен,4,True,66.2,1677,108,52,223,
32,99.0,169,жена,поддържане,висока,балансиран,93.0,99.0,155,90,83,101,93,97,93,"риба, сладки, зеленчуци","хляб, яйца",балансиран,5,Да,53.7,2305,112,87,222,фъстъци
61,95.0,163,жена,поддържане,висока,кето,82.0,95.0,95,74,73,107,107,83,78,"зеленчуци, мляко, яйца","пилешко, бобови",кето,10,Не,52.6,2208,127,48,243,фъстъци
63,105.3,196,жена,качване,висока,балансиран,110.8,105.3,50,99,95,117,109,84,83,"сладко, плодове, картофи","пилешко, плодове",балансиран,5,False,84.2,1526,129,82,183,
26,64.4,163,мъж,поддържане,висока,нисковъглехидратен,67.2,64.4,47,84,83,113,111,109,101,"картофи, плодове, пилешко","пилешко, сирене",нисковъглехидратен,2,False,51.5,2454,143,59,252,
22,103.0,155,жена,отслабване,ниска,вегетариански,90.0,103.0,54,93,91,107,107,117,109,"бобови, хляб, мляко","риба, сладки",вегетариански,1,Не,60.0,2120,93,76,229,фъстъци
43,63.0,157,мъж,качване,висока,балансиран,49.0,63.0,167,79,70,97,96,82,80,"мляко, пилешко, зеленчуци","пилешко, зеленчуци",балансиран,3,Да,67.6,1599,138,79,143,глутен
46,71.7,176,мъж,качване,висока,нисковъглехидратен,67.3,71.7,57,102,96,95,87,111,107,"ориз, зеленчуци, яйца","сирене, яйца",нисковъглехидратен,8,True,57.4,2057,112,56,259,
63,71.1,197,жена,поддържане,средна,растителен,64.6,71.1,100,88,82,119,118,93,84,"плодове, картофи, сладко","пилешко, зеленчуци",растителен,4,True,56.9,2309,144,69,232,
31,68.1,189,жена,поддържане,средна,нисковъглехидратен,72.4,68.1,44,96,95,108,100,107,99,"плодове, пилешко, сладко","пилешко, зеленчуци",нисковъглехидратен,5,False,54.5,1612,127,71,230,
60,64.1,152,жена,поддържане,висока,нисковъглехидратен,70.4,64.1,32,83,76,91,83,108,100,"сирене, плодове, ориз","картофи, сирене",нисковъглехидратен,1,False,51.3,2393,117,64,183,
38,67.0,174,мъж,поддържане,средна,вегетариански,64.0,67.0,174,82,73,107,105,115,115,"мляко, зеленчуци, бобови","плодове, риба",вегетариански,3,Не,51.1,1715,134,90,196,
49,94.0,156,мъж,качване,ниска,високопротеинов,84.0,94.0,157,102,92,100,98,119,115,"хляб, сладки, риба","мляко, риба",високопротеинов,5,Да,52.4,2223,108,79,290,глутен
56,70.0,166,мъж,качване,ниска,вегетариански,68.0,70.0,129,105,99,107,102,97,89,"мляко, пилешко, сладки","бобови, сладки",вегетариански,3,Да,59.2,1605,93,76,299,лактоза
46,69.4,152,жена,качване,средна,нисковъглехидратен,64.6,69.4,92,101,99,117,108,87,78,"сладко, сирене, пилешко","сирене, зеленчуци",нисковъглехидратен,6,True,55.5,1828,140,77,201,
50,56.0,185,жена,поддържане,ниска,високопротеинов,42.0,56.0,61,87,80,97,95,86,86,"плодове, сладки, мляко","сладки, зеленчуци",високопротеинов,10,Не,49.7,1726,143,72,219,глутен
38,106.6,160,жена,поддържане,средна,балансиран,112.7,106.6,109,70,68,104,102,108,106,"ориз, риба, сладко","плодове, пилешко",балансиран,7,False,85.3,1717,143,97,260,
29,69.0,195,жена,отслабване,висока,балансиран,66.0,69.0,86,78,76,112,109,99,97,"зеленчуци, яйца, пилешко","сладки, риба",балансиран,8,Не,46.1,1620,84,90,268,лактоза
65,76.9,159,жена,поддържане,ниска,растителен,72.1,76.9,49,94,86,93,88,93,90,"плодове, тестени изделия, яйца","риба, пилешко",растителен,4,True,61.5,2198,130,90,205,
36,58.4,182,мъж,поддържане,висока,растителен,66.6,58.4,114,107,103,117,110,86,77,"ориз, пилешко, яйца","пилешко, сладко",растителен,1,False,46.7,1575,100,88,265,
53,88.0,196,мъж,качване,средна,нисковъглехидратен,85.0,88.0,103,85,81,93,93,95,89,"мляко, риба, пилешко","мляко, пилешко",нисковъглехидратен,5,Не,45.0,2122,110,76,206,глутен
33,103.7,186,жена,отслабване,висока,нисковъглехидратен,102.8,103.7,39,87,86,96,90,95,90,"плодове, зеленчуци, яйца","пилешко, картофи",нисковъглехидратен,8,False,83.0,1598,127,74,171,
48,110.9,152,мъж,отслабване,средна,растителен,116.4,110.9,114,78,69,116,114,95,90,"зеленчуци, риба, пилешко","сладко, картофи",растителен,7,True,88.7,1611,140,62,189,
41,85.4,191,мъж,качване,средна,балансиран,91.4,85.4,117,71,63,115,105,114,112,"плодове, риба, сирене","ориз, картофи",балансиран,1,False,68.3,2378,146,73,199,
43,110.0,189,жена,качване,висока,нисковъглехидратен,109.0,110.0,163,76,69,104,104,95,87,"бобови, сладки, хляб","пилешко, сладки",нисковъглехидратен,5,Не,55.0,2023,116,69,142,лактоза
63,64.1,153,жена,качване,висока,растителен,69.9,64.1,67,104,103,93,88,96,91,"яйца, риба, зеленчуци","яйца, тестени изделия",растителен,3,False,51.3,2174,139,74,166,
18,105.6,183,жена,поддържане,висока,балансиран,99.5,105.6,66,108,103,116,114,118,113,"пилешко, плодове, ориз","тестени изделия, картофи",балансиран,9,True,84.5,1704,102,53,151,
38,111.1,180,жена,качване,средна,растителен,107.8,111.1,98,108,98,100,98,92,87,"пилешко, тестени изделия, плодове","сирене, ориз",растителен,4,True,88.9,2084,140,80,176,
37,89.9,168,мъж,качване,ниска,нисковъглехидратен,83.8,89.9,109,71,70,108,105,93,84,"сирене, зеленчуци, тестени изделия","тестени изделия, картофи",нисковъглехидратен,1,True,71.9,2452,132,98,241,
43,102.4,181,мъж,поддържане,висока,нисковъглехидратен,107.9,102.4,53,89,86,116,115,118,114,"ориз, зеленчуци, плодове","сладко, ориз",нисковъглехидратен,10,False,81.9,2282,116,74,215,
23,81.0,196,мъж,отслабване,висока,високопротеинов,77.0,81.0,62,100,92,95,91,113,104,"сладки, зеленчуци, плодове","зеленчуци, плодове",високопротеинов,8,Не,48.0,1860,88,61,105,
32,52.0,183,мъж,поддържане,ниска,високопротеинов,38.0,52.0,102,89,84,92,84,109,109,"хляб, зеленчуци, яйца","плодове, зеленчуци",високопротеинов,10,Не,69.9,1800,149,88,162,
23,62.0,179,мъж,поддържане,висока,вегетариански,57.0,62.0,42,95,86,103,94,96,94,"риба, хляб, бобови","риба, пилешко",вегетариански,8,Да,50.6,1816,104,90,168,
32,87.1,192,мъж,качване,висока,растителен,78.1,87.1,99,108,107,113,108,90,89,"зеленчуци, сирене, риба","плодове, сладко",растителен,5,True,69.7,2255,147,88,279,
