age,weight,height,sex,goal,activity,recommended_diet,initial_weight,final_weight,duration_days,waist_before,waist_after,hips_before,hips_after,chest_before,chest_after,food_likes,food_dislikes,diet_type_used,satisfaction_level,success,estimated_lean_mass,calories_deficit,macro_protein,macro_fat,macro_carbs,food_intolerance
18,124.9,191,жена,поддържане,средна,балансиран,118.2,124.9,108,80,79,107,99,98,95,"яйца, зеленчуци, плодове","картофи, ориз",балансиран,5,True,99.9,1517,134,79,230,
37,89.9,168,мъж,качване,ниска,нисковъглехидратен,83.8,89.9,109,71,70,108,105,93,84,"сирене, зеленчуци, тестени изделия","тестени изделия, картофи",нисковъглехидратен,1,True,71.9,2452,132,98,241,
58,97.4,176,жена,отслабване,ниска,балансиран,95.1,97.4,100,76,75,105,99,111,104,"тестени изделия, сирене, яйца","яйца, плодове",балансиран,5,False,77.9,2036,123,80,168,
55,60.6,154,жена,поддържане,ниска,растителен,55.4,60.6,119,73,64,95,92,103,100,"плодове, зеленчуци, сладко","сирене, яйца",растителен,8,True,48.5,1828,105,58,191,
44,119.8,179,мъж,качване,ниска,високопротеинов,111.9,119.8,46,74,69,94,89,120,117,"пилешко, плодове, картофи","зеленчуци, ориз",високопротеинов,7,True,95.8,2195,110,87,299,
63,105.3,196,жена,качване,висока,балансиран,110.8,105.3,50,99,95,117,109,84,83,"сладко, плодове, картофи","пилешко, плодове",балансиран,5,False,84.2,1526,129,82,183,
36,95.2,183,мъж,отслабване,ниска,растителен,100.5,95.2,61,70,61,104,96,89,80,"яйца, картофи, сирене","тестени изделия, сладко",растителен,3,True,76.2,1756,131,52,193,
32,115.5,152,мъж,отслабване,ниска,растителен,106.4,115.5,69,81,76,98,90,118,113,"плодове, пилешко, зеленчуци","плодове, сладко",растителен,10,False,92.4,1527,107,59,286,
51,121.4,195,мъж,поддържане,висока,растителен,117.3,121.4,40,90,86,108,105,80,71,"ориз, сладко, тестени изделия","плодове, сирене",растителен,2,True,97.1,2383,112,54,275,
23,85.3,190,жена,поддържане,ниска,растителен,84.6,85.3,36,101,99,102,92,95,94,"пилешко, яйца, плодове","картофи, плодове",растителен,4,True,68.2,2077,96,86,205,
45,99.9,187,мъж,отслабване,ниска,нисковъглехидратен,102.7,99.9,52,70,69,110,100,100,99,"сирене, ориз, сладко","сладко, риба",нисковъглехидратен,9,True,79.9,1793,96,78,280,
37,76.0,196,жена,поддържане,висока,високопротеинов,67.6,76.0,107,80,73,115,105,105,99,"ориз, сладко, риба","ориз, риба",високопротеинов,8,True,60.8,1818,130,74,184,
21,72.4,152,жена,отслабване,средна,растителен,79.9,72.4,74,74,72,118,117,91,89,"яйца, зеленчуци, тестени изделия","сирене, сладко",растителен,8,True,57.9,2300,86,69,253,
44,63.5,191,мъж,поддържане,средна,растителен,67.4,63.5,34,104,96,96,92,96,86,"сладко, плодове, ориз","яйца, тестени изделия",растителен,8,False,50.8,1735,97,75,281,
52,101.5,192,мъж,поддържане,средна,балансиран,100.3,101.5,67,97,93,117,111,90,84,"сирене, ориз, зеленчуци","сирене, картофи",балансиран,1,True,81.2,2453,131,63,252,
41,90.7,158,жена,качване,средна,нисковъглехидратен,95.9,90.7,34,109,99,100,91,115,106,"ориз, яйца, пилешко","ориз, пилешко",нисковъглехидратен,1,False,72.6,1749,123,64,277,
50,104.2,197,жена,поддържане,средна,балансиран,99.5,104.2,53,76,70,115,114,118,112,"зеленчуци, пилешко, яйца","ориз, пилешко",балансиран,7,True,83.4,2374,96,90,275,
54,75.7,176,жена,качване,средна,балансиран,79.6,75.7,107,105,96,114,113,106,97,"картофи, зеленчуци, сладко","риба, ориз",балансиран,6,False,60.6,2268,89,55,171,
49,80.9,157,мъж,поддържане,средна,високопротеинов,79.9,80.9,54,71,65,90,87,115,107,"яйца, зеленчуци, риба","ориз, тестени изделия",високопротеинов,10,True,64.7,2261,104,95,294,
63,122.5,158,жена,качване,средна,растителен,113.8,122.5,66,73,64,93,83,111,107,"зеленчуци, сладко, риба","картофи, пилешко",растителен,10,True,98.0,2347,90,94,185,
44,90.0,154,жена,качване,висока,високопротеинов,90.8,90.0,42,75,68,100,99,86,83,"пилешко, риба, яйца","риба, картофи",високопротеинов,5,False,72.0,1982,131,96,240,
22,97.1,161,мъж,качване,средна,балансиран,103.4,97.1,107,93,90,120,112,108,104,"яйца, тестени изделия, пилешко","зеленчуци, сирене",балансиран,7,False,77.7,2152,106,59,179,
41,90.3,189,жена,отслабване,ниска,нисковъглехидратен,98.8,90.3,70,70,67,116,109,112,105,"картофи, сирене, плодове","сирене, картофи",нисковъглехидратен,10,True,72.2,2401,91,79,217,
42,74.9,177,жена,качване,ниска,растителен,77.5,74.9,100,103,100,99,89,90,84,"картофи, плодове, сладко","плодове, сладко",растителен,9,False,59.9,1982,115,84,244,
56,65.8,189,жена,поддържане,ниска,високопротеинов,68.4,65.8,109,109,105,92,88,90,83,"картофи, сладко, ориз","сладко, риба",високопротеинов,10,False,52.6,1744,141,61,237,
40,106.8,180,мъж,отслабване,средна,растителен,102.6,106.8,117,78,75,109,104,109,104,"яйца, картофи, сирене","сладко, пилешко",растителен,8,False,85.4,2426,80,58,231,
29,98.2,154,мъж,поддържане,средна,растителен,104.9,98.2,90,93,84,108,103,113,111,"плодове, сирене, риба","риба, сирене",растителен,1,False,78.6,2159,135,62,234,
65,76.9,159,жена,поддържане,ниска,растителен,72.1,76.9,49,94,86,93,88,93,90,"плодове, тестени изделия, яйца","риба, пилешко",растителен,4,True,61.5,2198,130,90,205,
47,54.1,163,мъж,поддържане,средна,високопротеинов,60.3,54.1,114,101,97,115,106,106,105,"тестени изделия, яйца, ориз","сирене, плодове",високопротеинов,2,False,43.3,2292,89,68,274,
64,77.3,158,мъж,качване,средна,нисковъглехидратен,73.2,77.3,104,76,72,119,117,80,71,"зеленчуци, ориз, риба","плодове, картофи",нисковъглехидратен,2,True,61.8,2318,142,51,166,
52,101.1,175,жена,поддържане,ниска,нисковъглехидратен,100.3,101.1,91,95,87,114,107,105,101,"картофи, риба, ориз","пилешко, ориз",нисковъглехидратен,5,True,80.9,1519,103,61,222,
25,72.8,189,жена,качване,ниска,растителен,64.4,72.8,88,109,100,100,97,80,77,"тестени изделия, сладко, плодове","зеленчуци, сирене",растителен,10,True,58.2,1696,116,57,256,
21,64.3,185,жена,качване,ниска,балансиран,60.4,64.3,117,101,91,99,91,117,109,"зеленчуци, сирене, тестени изделия","яйца, плодове",балансиран,5,True,51.4,1828,84,71,216,
49,106.9,170,мъж,качване,ниска,балансиран,114.1,106.9,45,83,79,119,116,105,96,"зеленчуци, сладко, плодове","картофи, пилешко",балансиран,1,False,85.5,2389,144,59,212,
22,79.8,191,мъж,отслабване,средна,балансиран,86.7,79.8,64,102,98,95,91,98,96,"пилешко, плодове, яйца","пилешко, риба",балансиран,10,True,63.8,1959,87,99,291,
61,111.0,189,жена,качване,ниска,растителен,111.0,111.0,100,88,81,118,117,87,80,"ориз, риба, пилешко","ориз, пилешко",растителен,6,False,88.8,2157,128,79,208,
54,120.2,196,мъж,качване,висока,растителен,112.3,120.2,99,86,81,101,99,89,83,"риба, яйца, сирене","яйца, тестени изделия",растителен,10,True,96.2,1577,109,97,201,
34,114.1,176,жена,качване,средна,балансиран,116.9,114.1,67,90,83,97,93,114,113,"тестени изделия, картофи, риба","тестени изделия, сладко",балансиран,3,False,91.3,2365,88,96,185,
21,85.2,184,жена,качване,висока,високопротеинов,91.5,85.2,30,99,95,90,88,98,95,"ориз, сирене, тестени изделия","тестени изделия, сладко",високопротеинов,1,False,68.2,2254,81,64,282,
37,53.1,184,жена,качване,ниска,високопротеинов,58.0,53.1,96,73,69,114,104,92,85,"тестени изделия, сирене, плодове","плодове, ориз",високопротеинов,5,False,42.5,1676,93,80,174,
56,79.3,198,мъж,качване,ниска,балансиран,84.6,79.3,81,107,100,116,114,115,106,"яйца, ориз, тестени изделия","ориз, зеленчуци",балансиран,4,False,63.4,1728,87,90,230,
31,69.4,194,мъж,отслабване,висока,балансиран,66.7,69.4,53,98,97,92,89,101,91,"яйца, зеленчуци, картофи","тестени изделия, сладко",балансиран,1,False,55.5,1727,105,75,252,
46,110.4,162,жена,качване,средна,растителен,112.1,110.4,116,74,66,120,110,90,86,"сирене, зеленчуци, сладко","риба, картофи",растителен,8,False,88.3,1976,100,57,179,
43,102.4,181,мъж,поддържане,висока,нисковъглехидратен,107.9,102.4,53,89,86,116,115,118,114,"ориз, зеленчуци, плодове","сладко, ориз",нисковъглехидратен,10,False,81.9,2282,116,74,215,
65,112.1,157,мъж,поддържане,средна,високопротеинов,115.5,112.1,73,79,77,110,100,82,72,"зеленчуци, картофи, тестени изделия","сладко, ориз",високопротеинов,8,False,89.7,1624,139,59,161,
55,112.5,197,жена,отслабване,ниска,балансиран,110.5,112.5,52,104,102,107,100,92,86,"зеленчуци, риба, яйца","картофи, плодове",балансиран,3,False,90.0,1928,105,96,157,
57,78.1,183,мъж,поддържане,висока,високопротеинов,72.5,78.1,106,94,86,110,106,113,106,"плодове, сирене, тестени изделия","сладко, тестени изделия",високопротеинов,2,True,62.5,2382,92,84,189,
19,73.6,158,мъж,качване,ниска,високопротеинов,66.3,73.6,59,105,98,115,110,118,117,"риба, сирене, плодове","тестени изделия, риба",високопротеинов,9,True,58.9,2114,90,65,201,
40,114.8,172,жена,отслабване,ниска,растителен,110.5,114.8,68,98,94,97,95,120,110,"пилешко, тестени изделия, риба","риба, зеленчуци",растителен,8,False,91.8,2169,84,52,299,
20,85.6,199,жена,качване,средна,високопротеинов,84.6,85.6,38,93,87,117,113,81,80,"пилешко, яйца, плодове","сирене, плодове",високопротеинов,5,True,68.5,2449,116,67,183,
28,96.9,186,мъж,качване,ниска,балансиран,101.7,96.9,71,85,83,114,107,116,115,"пилешко, ориз, яйца","зеленчуци, ориз",балансиран,9,False,77.5,1593,134,67,205,
49,68.5,159,мъж,отслабване,висока,балансиран,77.1,68.5,58,87,85,108,100,103,95,"яйца, сладко, картофи","яйца, пилешко",балансиран,7,True,54.8,2238,94,81,249,
56,118.0,178,жена,отслабване,ниска,високопротеинов,116.6,118.0,67,104,97,114,110,100,97,"сирене, риба, ориз","плодове, картофи",високопротеинов,9,False,94.4,1698,149,62,271,
28,60.4,195,мъж,отслабване,средна,нисковъглехидратен,55.2,60.4,54,80,71,108,98,83,78,"ориз, риба, картофи","пилешко, зеленчуци",нисковъглехидратен,8,False,48.3,2299,147,65,169,
18,79.1,150,мъж,отслабване,ниска,нисковъглехидратен,74.7,79.1,82,84,80,97,90,106,104,"тестени изделия, риба, сирене","плодове, яйца",нисковъглехидратен,5,False,63.3,2354,120,88,267,
21,107.1,186,мъж,отслабване,висока,растителен,115.2,107.1,97,86,81,115,106,115,110,"зеленчуци, сирене, риба","ориз, яйца",растителен,10,True,85.7,1981,96,77,176,
60,64.1,152,жена,поддържане,висока,нисковъглехидратен,70.4,64.1,32,83,76,91,83,108,100,"сирене, плодове, ориз","картофи, сирене",нисковъглехидратен,1,False,51.3,2393,117,64,183,
43,116.6,154,мъж,качване,висока,нисковъглехидратен,113.5,116.6,74,88,81,108,107,88,79,"зеленчуци, риба, пилешко","яйца, тестени изделия",нисковъглехидратен,4,True,93.3,1916,100,84,163,
21,107.7,172,жена,отслабване,висока,високопротеинов,103.8,107.7,40,89,86,120,115,118,110,"тестени изделия, плодове, сирене","плодове, зеленчуци",високопротеинов,8,False,86.2,2011,112,96,199,
34,76.6,157,жена,отслабване,ниска,високопротеинов,79.6,76.6,100,93,84,99,93,116,107,"ориз, сирене, зеленчуци","плодове, сирене",високопротеинов,3,True,61.3,1594,113,96,186,
41,66.2,154,мъж,отслабване,ниска,балансиран,57.7,66.2,78,107,98,96,92,99,96,"сирене, плодове, зеленчуци","картофи, ориз",балансиран,9,False,53.0,1832,148,82,151,
46,58.8,159,мъж,качване,средна,балансиран,67.0,58.8,114,109,105,105,95,107,106,"пилешко, зеленчуци, плодове","картофи, зеленчуци",балансиран,4,False,47.0,1683,83,91,224,
21,111.6,174,мъж,поддържане,висока,балансиран,118.8,111.6,56,105,103,94,85,89,84,"ориз, сирене, тестени изделия","зеленчуци, сирене",балансиран,1,False,89.3,2117,85,86,232,
36,109.3,153,мъж,отслабване,средна,балансиран,105.8,109.3,94,92,89,106,104,117,114,"плодове, сладко, ориз","зеленчуци, тестени изделия",балансиран,3,False,87.4,2290,112,51,158,
31,107.5,164,мъж,поддържане,висока,нисковъглехидратен,116.8,107.5,79,75,67,103,99,110,103,"зеленчуци, сладко, плодове","яйца, сладко",нисковъглехидратен,9,False,86.0,2265,93,94,275,
32,66.5,188,жена,качване,ниска,високопротеинов,72.0,66.5,69,109,99,112,106,87,80,"сирене, зеленчуци, тестени изделия","картофи, сирене",високопротеинов,2,False,53.2,1725,127,70,231,
24,59.6,168,мъж,качване,средна,балансиран,67.5,59.6,67,93,90,119,109,107,97,"ориз, сирене, зеленчуци","яйца, сладко",балансиран,5,False,47.7,1818,106,68,259,
56,68.9,168,жена,качване,ниска,балансиран,59.9,68.9,78,96,87,119,112,116,112,"ориз, яйца, картофи","сладко, сирене",балансиран,10,True,55.1,1510,109,71,176,
39,66.9,163,мъж,качване,висока,растителен,60.6,66.9,81,84,79,114,106,109,99,"сладко, риба, яйца","сирене, риба",растителен,2,True,53.5,1522,147,66,230,
43,77.6,200,мъж,поддържане,средна,растителен,68.9,77.6,101,100,95,108,100,114,110,"сирене, зеленчуци, риба","сирене, плодове",растителен,1,True,62.1,1968,141,87,230,
44,77.7,172,мъж,отслабване,средна,растителен,70.6,77.7,119,96,90,114,110,102,100,"ориз, плодове, тестени изделия","зеленчуци, плодове",растителен,7,False,62.2,2302,111,73,224,
45,71.4,153,мъж,качване,висока,растителен,62.0,71.4,64,105,103,93,89,108,100,"ориз, яйца, плодове","ориз, тестени изделия",растителен,2,True,57.1,1819,107,66,291,
54,78.9,150,жена,качване,ниска,нисковъглехидратен,82.1,78.9,106,79,72,104,99,107,101,"пилешко, картофи, риба","яйца, ориз",нисковъглехидратен,1,False,63.1,1905,84,51,216,
56,70.0,162,жена,отслабване,средна,растителен,61.0,70.0,48,85,80,117,107,97,93,"зеленчуци, пилешко, картофи","сладко, зеленчуци",растителен,1,False,56.0,2257,146,65,202,
21,78.2,186,жена,качване,средна,балансиран,83.9,78.2,70,110,105,116,108,83,74,"тестени изделия, яйца, пилешко","яйца, зеленчуци",балансиран,3,False,62.6,1694,117,78,222,
31,109.6,152,жена,отслабване,ниска,растителен,103.1,109.6,78,81,78,91,89,98,90,"зеленчуци, плодове, пилешко","картофи, сладко",растителен,6,False,87.7,1893,147,95,208,
25,104.5,176,мъж,качване,висока,балансиран,101.7,104.5,109,77,74,99,91,83,81,"пилешко, зеленчуци, яйца","сладко, тестени изделия",балансиран,6,True,83.6,1932,99,73,197,
53,71.4,165,мъж,качване,средна,нисковъглехидратен,81.2,71.4,69,95,90,104,103,89,88,"картофи, зеленчуци, тестени изделия","плодове, тестени изделия",нисковъглехидратен,6,False,57.1,2496,144,92,164,
27,87.0,150,жена,отслабване,висока,балансиран,96.6,87.0,50,110,104,98,97,91,86,"зеленчуци, сладко, тестени изделия","риба, плодове",балансиран,5,True,69.6,1684,130,70,206,
32,76.1,193,жена,отслабване,средна,растителен,83.6,76.1,115,94,88,92,90,84,82,"риба, зеленчуци, сладко","тестени изделия, сирене",растителен,7,True,60.9,2073,124,79,229,
21,94.8,160,мъж,отслабване,ниска,растителен,87.6,94.8,80,85,78,116,106,117,115,"пилешко, сладко, риба","картофи, риба",растителен,6,False,75.8,1869,123,88,196,
35,60.1,163,жена,поддържане,ниска,балансиран,61.3,60.1,111,105,103,117,107,99,93,"картофи, яйца, риба","ориз, риба",балансиран,2,False,48.1,1948,124,77,155,
56,81.6,191,мъж,поддържане,висока,растителен,72.3,81.6,104,106,104,93,87,97,90,"тестени изделия, сладко, сирене","сирене, пилешко",растителен,2,True,65.3,2478,114,79,164,
44,92.1,192,жена,качване,висока,нисковъглехидратен,88.4,92.1,99,74,68,109,101,87,80,"сладко, тестени изделия, зеленчуци","тестени изделия, сладко",нисковъглехидратен,4,True,73.7,1748,114,85,246,
65,65.8,173,жена,качване,висока,високопротеинов,75.0,65.8,55,92,83,118,112,110,106,"сладко, зеленчуци, сирене","яйца, пилешко",високопротеинов,5,False,52.6,1912,83,76,166,
30,68.8,188,жена,отслабване,ниска,растителен,74.1,68.8,107,86,77,114,111,120,117,"ориз, пилешко, сирене","пилешко, зеленчуци",растителен,5,True,55.0,2485,133,99,211,
63,122.1,183,мъж,поддържане,висока,растителен,112.7,122.1,56,99,98,93,90,101,91,"сирене, ориз, яйца","яйца, риба",растителен,3,True,97.7,2274,125,81,223,
33,91.3,184,мъж,поддържане,средна,високопротеинов,101.3,91.3,68,87,84,91,82,117,110,"сирене, ориз, картофи","зеленчуци, плодове",високопротеинов,3,False,73.0,2022,128,88,247,
22,115.0,181,жена,поддържане,ниска,балансиран,108.2,115.0,42,86,76,111,103,111,107,"плодове, риба, пилешко","картофи, риба",балансиран,7,True,92.0,2257,113,70,289,
45,112.4,160,мъж,поддържане,висока,растителен,112.4,112.4,63,104,98,118,117,80,76,"зеленчуци, риба, тестени изделия","риба, плодове",растителен,9,False,89.9,1651,149,79,220,
31,103.0,170,жена,качване,висока,растителен,96.5,103.0,57,104,103,114,110,86,83,"плодове, сладко, яйца","пилешко, тестени изделия",растителен,7,True,82.4,1669,139,59,207,
25,68.2,183,жена,качване,средна,балансиран,75.2,68.2,52,93,85,97,93,100,96,"сладко, тестени изделия, пилешко","тестени изделия, сладко",балансиран,7,False,54.6,1851,101,79,167,
32,87.1,192,мъж,качване,висока,растителен,78.1,87.1,99,108,107,113,108,90,89,"зеленчуци, сирене, риба","плодове, сладко",растителен,5,True,69.7,2255,147,88,279,
60,91.8,183,мъж,качване,ниска,високопротеинов,94.9,91.8,106,103,94,94,86,89,80,"ориз, зеленчуци, яйца","плодове, сладко",високопротеинов,9,False,73.4,1821,108,77,160,
50,66.8,188,жена,качване,средна,балансиран,64.3,66.8,52,107,105,120,111,108,102,"пилешко, плодове, риба","картофи, сирене",балансиран,8,True,53.4,2376,113,67,249,
28,57.9,167,жена,качване,висока,високопротеинов,65.7,57.9,65,72,66,116,106,106,104,"сладко, ориз, яйца","ориз, риба",високопротеинов,2,False,46.3,1544,109,73,184,
63,115.0,193,жена,качване,средна,балансиран,112.4,115.0,49,103,98,99,95,94,92,"яйца, зеленчуци, плодове","яйца, сладко",балансиран,8,True,92.0,1658,128,72,200,
63,57.7,188,жена,отслабване,висока,балансиран,56.0,57.7,73,88,81,98,94,115,106,"яйца, плодове, картофи","плодове, зеленчуци",балансиран,5,False,46.2,2345,113,73,291,
22,104.8,162,мъж,качване,ниска,балансиран,112.2,104.8,40,91,82,99,98,103,96,"сладко, тестени изделия, сирене","яйца, картофи",балансиран,3,False,83.8,1587,145,72,182,
29,67.9,158,мъж,отслабване,висока,високопротеинов,73.0,67.9,60,82,77,95,90,109,99,"тестени изделия, зеленчуци, плодове","картофи, риба",високопротеинов,9,True,54.3,2169,92,52,248,
47,91.4,188,мъж,качване,висока,балансиран,97.0,91.4,96,91,85,115,114,117,113,"ориз, зеленчуци, пилешко","тестени изделия, сирене",балансиран,9,False,73.1,2322,140,51,255,
28,68.0,159,жена,качване,ниска,растителен,71.6,68.0,87,110,107,106,98,90,83,"яйца, пилешко, ориз","зеленчуци, пилешко",растителен,8,False,54.4,1536,88,65,157,
59,79.5,189,мъж,качване,висока,растителен,77.2,79.5,75,104,94,119,113,112,104,"плодове, тестени изделия, пилешко","яйца, риба",растителен,1,True,63.6,1748,99,59,265,
63,68.2,182,мъж,поддържане,средна,балансиран,60.3,68.2,40,79,76,120,118,97,88,"сладко, картофи, плодове","сирене, риба",балансиран,10,True,54.6,1703,105,72,178,
28,53.8,175,жена,поддържане,средна,балансиран,63.0,53.8,86,73,71,96,90,81,71,"плодове, пилешко, яйца","ориз, зеленчуци",балансиран,4,False,43.0,2042,130,65,226,
22,111.2,185,жена,отслабване,средна,балансиран,105.3,111.2,62,71,67,90,82,113,107,"тестени изделия, сирене, риба","пилешко, ориз",балансиран,2,False,89.0,1599,89,52,185,
40,77.5,196,мъж,поддържане,ниска,нисковъглехидратен,75.0,77.5,71,106,97,102,97,96,94,"сирене, зеленчуци, сладко","тестени изделия, ориз",нисковъглехидратен,2,True,62.0,1955,102,60,276,
53,119.6,161,жена,поддържане,ниска,балансиран,119.0,119.6,78,92,91,95,94,114,109,"тестени изделия, сирене, плодове","риба, зеленчуци",балансиран,9,True,95.7,1928,127,89,175,
37,112.5,199,мъж,отслабване,висока,високопротеинов,108.1,112.5,37,97,90,93,90,85,83,"яйца, сладко, риба","тестени изделия, сирене",високопротеинов,9,False,90.0,2473,120,78,253,
28,61.3,152,мъж,качване,средна,нисковъглехидратен,58.1,61.3,35,74,67,111,110,98,89,"сирене, плодове, ориз","сирене, пилешко",нисковъглехидратен,8,True,49.0,1652,96,86,217,
38,111.1,180,жена,качване,средна,растителен,107.8,111.1,98,108,98,100,98,92,87,"пилешко, тестени изделия, плодове","сирене, ориз",растителен,4,True,88.9,2084,140,80,176,
19,92.8,192,мъж,отслабване,висока,балансиран,85.7,92.8,107,107,106,119,110,112,108,"яйца, пилешко, ориз","зеленчуци, плодове",балансиран,10,False,74.2,2307,137,92,251,
28,114.5,195,жена,качване,средна,балансиран,110.4,114.5,57,70,68,90,89,111,109,"зеленчуци, тестени изделия, плодове","тестени изделия, сладко",балансиран,8,True,91.6,2123,105,71,246,
56,93.1,165,жена,отслабване,висока,високопротеинов,91.7,93.1,33,84,75,103,93,87,82,"сладко, яйца, пилешко","риба, сирене",високопротеинов,5,False,74.5,1979,116,83,261,
58,94.9,161,мъж,качване,средна,високопротеинов,100.4,94.9,49,108,106,95,86,110,101,"картофи, ориз, сирене","яйца, сирене",високопротеинов,4,False,75.9,2084,111,80,225,
28,81.0,164,мъж,качване,ниска,високопротеинов,88.9,81.0,90,108,100,98,92,102,96,"сирене, ориз, тестени изделия","тестени изделия, плодове",високопротеинов,8,False,64.8,1881,123,67,194,
41,79.8,172,жена,качване,ниска,балансиран,78.9,79.8,78,86,82,119,118,93,87,"пилешко, ориз, картофи","сладко, ориз",балансиран,5,True,63.8,1686,130,85,257,
26,120.1,157,жена,отслабване,висока,растителен,117.7,120.1,102,71,64,98,95,93,86,"тестени изделия, картофи, яйца","плодове, пилешко",растителен,7,False,96.1,2423,110,58,282,
50,94.3,174,мъж,отслабване,ниска,растителен,101.4,94.3,51,99,94,92,89,83,74,"сладко, риба, картофи","тестени изделия, яйца",растителен,1,True,75.4,1897,128,65,159,
20,122.6,157,мъж,отслабване,ниска,високопротеинов,118.8,122.6,99,85,77,95,94,116,115,"риба, зеленчуци, сирене","плодове, сладко",високопротеинов,8,False,98.1,2492,118,95,217,
37,58.3,172,мъж,качване,средна,нисковъглехидратен,61.2,58.3,102,107,102,114,113,96,90,"сладко, картофи, сирене","яйца, риба",нисковъглехидратен,3,False,46.6,2070,117,91,280,
23,91.7,163,жена,качване,ниска,балансиран,87.8,91.7,76,103,101,112,108,96,92,"пилешко, тестени изделия, сладко","картофи, зеленчуци",балансиран,7,True,73.4,1830,103,72,165,
30,60.7,173,жена,поддържане,ниска,балансиран,63.2,60.7,34,99,94,99,95,97,95,"яйца, сирене, тестени изделия","сирене, зеленчуци",балансиран,2,False,48.6,2156,98,82,215,
53,85.8,194,жена,качване,висока,нисковъглехидратен,90.1,85.8,116,78,71,108,105,105,103,"пилешко, ориз, тестени изделия","сладко, тестени изделия",нисковъглехидратен,2,False,68.6,1750,115,50,159,
28,101.7,192,жена,поддържане,висока,балансиран,111.3,101.7,46,77,72,102,94,92,89,"зеленчуци, тестени изделия, сладко","пилешко, риба",балансиран,10,False,81.4,2149,123,52,273,
65,55.4,166,мъж,качване,висока,балансиран,64.7,55.4,67,84,81,116,114,85,82,"яйца, зеленчуци, плодове","плодове, картофи",балансиран,5,False,44.3,1796,85,77,188,
44,107.4,198,мъж,отслабване,висока,високопротеинов,106.1,107.4,75,73,63,98,93,118,108,"риба, яйца, картофи","картофи, ориз",високопротеинов,7,False,85.9,2298,91,79,189,
44,115.7,157,мъж,поддържане,ниска,балансиран,118.6,115.7,42,81,76,95,93,96,93,"яйца, тестени изделия, сирене","зеленчуци, яйца",балансиран,4,False,92.6,1583,143,73,298,
20,83.7,181,мъж,качване,висока,балансиран,91.4,83.7,96,76,75,101,92,114,107,"картофи, яйца, зеленчуци","яйца, пилешко",балансиран,3,False,67.0,2060,124,97,288,
51,91.3,154,жена,качване,средна,балансиран,91.4,91.3,94,91,85,118,115,92,85,"риба, тестени изделия, зеленчуци","тестени изделия, сладко",балансиран,3,False,73.0,2008,87,87,248,
29,120.3,172,мъж,качване,средна,нисковъглехидратен,119.0,120.3,112,72,69,111,109,80,79,"яйца, картофи, зеленчуци","сладко, яйца",нисковъглехидратен,10,True,96.2,1624,143,80,157,
65,65.6,165,жена,качване,средна,нисковъглехидратен,70.4,65.6,49,90,88,117,108,91,81,"пилешко, плодове, сирене","сладко, картофи",нисковъглехидратен,8,False,52.5,2335,106,58,294,
56,105.0,185,мъж,отслабване,средна,растителен,96.7,105.0,32,96,93,99,98,92,88,"тестени изделия, риба, пилешко","плодове, зеленчуци",растителен,4,False,84.0,2491,118,78,178,
53,88.0,178,мъж,поддържане,ниска,растителен,78.1,88.0,80,78,73,105,103,99,89,"картофи, яйца, ориз","тестени изделия, риба",растителен,1,True,70.4,1906,91,97,247,
33,103.7,186,жена,отслабване,висока,нисковъглехидратен,102.8,103.7,39,87,86,96,90,95,90,"плодове, зеленчуци, яйца","пилешко, картофи",нисковъглехидратен,8,False,83.0,1598,127,74,171,
61,108.9,191,мъж,отслабване,средна,високопротеинов,110.4,108.9,68,86,83,97,96,87,85,"картофи, сладко, ориз","риба, плодове",високопротеинов,8,True,87.1,1651,104,99,207,
28,95.2,199,жена,отслабване,висока,нисковъглехидратен,104.9,95.2,44,84,82,96,88,83,80,"сирене, тестени изделия, сладко","риба, зеленчуци",нисковъглехидратен,9,True,76.2,2348,147,51,233,
40,78.1,151,мъж,качване,висока,растителен,73.3,78.1,51,87,85,96,92,110,105,"риба, ориз, яйца","сладко, риба",растителен,9,True,62.5,2222,101,56,211,
28,66.3,190,жена,поддържане,средна,високопротеинов,66.2,66.3,38,96,94,118,110,99,91,"картофи, яйца, сладко","картофи, сладко",високопротеинов,6,True,53.0,2063,141,97,194,
34,86.0,150,мъж,качване,средна,балансиран,79.2,86.0,84,94,84,94,85,106,97,"ориз, сладко, плодове","зеленчуци, картофи",балансиран,6,True,68.8,2203,101,96,295,
44,103.0,160,мъж,отслабване,ниска,растителен,101.0,103.0,35,103,95,97,95,108,105,"плодове, сирене, тестени изделия","риба, плодове",растителен,7,False,82.4,2048,123,52,247,
50,99.6,168,жена,отслабване,висока,нисковъглехидратен,97.4,99.6,55,75,74,107,100,83,76,"сладко, картофи, зеленчуци","плодове, сирене",нисковъглехидратен,4,False,79.7,2305,87,94,173,
48,75.8,164,жена,отслабване,висока,растителен,71.3,75.8,83,70,61,110,104,86,85,"риба, тестени изделия, ориз","плодове, сладко",растителен,3,False,60.6,1639,94,76,154,
45,96.8,167,жена,отслабване,висока,балансиран,103.6,96.8,77,102,99,114,110,119,110,"сирене, яйца, тестени изделия","тестени изделия, риба",балансиран,5,True,77.4,1882,85,69,245,
23,71.4,167,мъж,отслабване,ниска,растителен,67.0,71.4,37,75,70,118,114,118,115,"сладко, ориз, тестени изделия","плодове, тестени изделия",растителен,8,False,57.1,1716,85,83,245,
