food_name,Unnamed: 0.1,Unnamed: 0,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
Сливи сливи консервирани,92,92,27,0.075,0.006,0.035,0.096,7.0,6.5,0.2,0.4,0.0,0.055,38.6,0.0,0.082,0.034,0.0,0.068,0.2,0.01,0.056,1.3,0.0,0.065,0.093,4.6,0.06,0.2,3.7,0.025,6.9,70.8,0.0,0.06,13.728
Мандарини консервирани,93,93,92,0.1,0.087,0.086,0.04,23.8,22.1,1.5,1.7,0.0,0.022,222.9,0.0,0.2,0.053,0.0,0.038,1.1,0.3,0.1,85.2,0.0,0.2,0.0,27.4,0.085,0.7,27.4,0.044,24.9,331.2,0.058,1.3,140.389
плодов коктейл консерви,94,94,109,0.053,0.03,0.04,0.042,28.1,25.7,1.1,2.4,0.0,0.059,207.2,0.0,0.023,0.003,0.0,0.056,1.0,0.1,0.1,6.4,0.0,0.9,0.021,19.0,0.1,0.5,16.6,0.3,33.2,225.2,0.075,0.2,57.508
кисели череши консервирани,95,95,189,0.3,0.007,0.033,0.087,48.6,0.0,1.9,2.0,0.0,0.073,200.6,0.0,0.024,0.088,0.0,0.009,0.4,0.3,0.1,5.0,0.0,0.0,0.0,25.2,0.2,3.3,15.1,0.2,25.2,239.4,0.0,0.2,86.3
Мангостин консерви,96,96,143,1.1,0.0,0.0,0.0,35.1,0.0,0.8,3.5,0.0,0.024,158.6,0.0,0.1,0.074,0.0,0.1,0.6,0.057,0.089,5.7,0.0,0.0,0.0,23.5,0.1,0.6,25.5,0.2,15.7,94.1,0.0,0.4,70.3
сок от кайсии,97,97,117,0.07,0.008,0.048,0.065,30.1,26.2,1.5,3.9,0.0,0.024,211.4,0.0,0.0,0.048,0.043,0.0,0.025,0.8,0.2,0.1,12.0,0.0,1.5,0.053,29.3,0.1,0.7,24.4,0.1,48.8,402.6,0.028,35.804
Ягодни консервирани,98,98,234,0.7,0.064,0.03,0.3,59.8,55.4,1.4,4.3,0.0,0.024,191.4,0.0,0.024,0.008,0.0,0.051,0.1,0.5,0.1,80.5,0.0,0.5,0.091,33.0,0.2,1.2,20.3,0.5,30.5,218.4,0.007,0.2,180.9
консервирана от праскова,99,99,110,0.094,0.03,0.026,0.067,28.9,25.7,1.6,3.3,0.0,0.006,218.7,0.0,0.004,0.026,0.0,0.034,1.5,0.1,0.071,9.0,0.0,1.2,0.088,15.0,0.1,0.7,17.5,0.1,42.5,320.0,0.04,0.3,58.587
Плодова салата консерви,100,100,125,0.008,0.08,0.005,0.006,32.5,0.0,1.3,2.5,0.0,0.069,214.5,0.0,0.016,0.02,0.0,0.027,0.9,0.1,0.059,8.2,0.0,0.0,0.0,27.4,0.1,0.6,19.9,0.4,34.9,288.8,0.0,0.3,72.531
Гъбешки консервирани,101,101,184,0.5,0.004,0.097,0.3,47.3,0.0,1.6,6.0,0.0,0.097,201.9,0.0,0.066,0.041,0.0,0.1,0.4,0.3,0.085,25.2,0.0,0.0,0.0,40.3,0.5,0.8,15.1,0.4,17.6,194.0,0.069,0.3,121.7
Грейпфрут консерви,102,102,88,0.2,0.09,0.011,0.066,22.3,21.4,1.4,1.0,0.0,0.091,219.2,0.0,0.061,0.094,0.0,0.092,0.6,0.3,0.08,53.2,0.0,0.2,0.0,36.6,0.2,1.0,24.4,0.056,24.4,322.1,0.049,0.2,115.7
круша консерви,103,103,38,0.001,0.099,0.049,0.034,9.8,7.4,0.3,1.2,0.0,0.088,65.7,0.0,0.096,0.08,0.0,0.048,0.2,0.085,0.042,1.2,0.0,0.078,0.034,6.8,0.012,0.2,5.3,0.064,9.1,73.0,0.0,0.077,19.566
Малини консервирани,104,104,233,0.3,0.081,0.012,0.2,59.8,51.4,2.1,8.4,0.0,0.013,192.8,0.0,0.094,0.074,0.0,0.07,1.1,0.6,0.1,22.3,0.0,1.5,0.074,28.2,0.1,1.1,30.7,0.6,23.0,240.6,0.092,0.4,122.2
Папая консерви,105,105,80,0.2,0.1,0.006,0.026,21.8,20.4,0.001,0.6,0.0,0.075,16.9,0.0,0.038,0.0,0.0,0.084,0.014,0.003,0.006,1.4,0.0,0.0,0.038,8.2,0.008,0.1,2.3,0.082,2.3,26.1,0.031,0.002,32.371
Гроздето консервирано,106,106,98,0.3,0.034,0.072,0.006,25.2,23.8,1.2,1.5,0.0,0.022,217.7,0.0,0.089,0.065,0.0,0.006,0.3,0.1,0.2,2.5,0.0,0.3,0.069,24.5,0.1,2.4,14.7,0.077,44.1,262.2,0.028,0.1,57.6
Apple изсъхна,107,107,145,0.2,0.088,0.022,0.041,39.1,34.0,0.6,5.1,0.0,0.024,214.5,0.0,0.093,0.0,0.0,0.013,0.3,0.1,0.1,2.6,0.0,0.3,0.036,7.7,0.1,0.8,10.2,0.051,23.0,267.8,0.076,0.1,56.1
изсушена от праскова,108,108,199,0.6,0.055,0.2,0.3,50.8,43.8,3.0,7.0,0.0,0.059,201.5,0.0,0.029,0.0,0.0,0.006,3.9,0.5,0.039,9.5,0.0,0.2,0.06,23.2,0.3,3.4,33.5,0.3,98.0,825.6,0.068,0.5,97.5
Плантанов чипс,109,109,150,8.4,2.4,1.6,3.3,18.1,0.3,0.6,1.0,0.0,0.039,0.6,0.0,0.087,0.045,0.0,0.024,0.2,0.3,0.1,9.1,0.0,1.4,0.098,2.5,0.049,0.3,20.1,0.094,22.1,222.4,0.028,0.1,40.0
Златни стафиди,110,110,498,0.8,0.2,0.016,0.2,131.2,97.7,5.6,6.6,0.0,0.001,24.7,0.0,0.031,0.067,0.0,0.3,1.9,0.2,0.5,5.3,0.0,0.2,0.066,87.5,0.6,3.0,57.8,0.5,189.8,1230.9,0.062,0.5,240.0
стафиди сеит,111,111,488,0.9,0.3,0.036,0.3,129.5,0.0,4.2,11.2,0.0,0.098,27.3,0.0,0.2,0.092,0.0,0.3,1.8,0.092,0.3,8.9,0.0,0.0,0.0,46.2,0.5,4.3,49.5,0.4,123.8,1361.3,0.058,0.3,205.2
Занте касис изсъхна,112,112,408,0.4,0.009,0.003,0.3,106.7,96.9,5.9,9.8,0.0,0.067,27.7,0.0,0.2,0.07,0.0,0.2,2.3,0.007,0.4,6.8,0.0,0.2,0.07,123.8,0.7,4.7,59.0,0.7,180.0,1284.5,0.098,1.0,258.1
круша изсъхна,113,113,94,0.2,0.003,0.01,0.065,25.1,22.4,0.7,2.7,0.0,0.074,9.6,0.0,0.006,0.0,0.0,0.067,0.5,0.054,0.074,2.5,0.0,0.036,0.002,12.2,0.1,0.8,11.9,0.1,21.2,191.9,0.005,0.1,44.2
стафиди,114,114,90,0.056,0.005,0.063,0.004,23.8,19.6,1.0,1.4,0.0,0.025,4.6,0.049,0.0,0.015,0.006,0.0,0.02,0.2,0.006,0.081,0.7,0.0,0.003,0.068,18.6,0.018,0.5,10.8,0.018,29.4,223.2,0.042,26.474
сливи сливи изсъхнаха,115,115,308,0.5,0.01,0.4,0.1,81.5,0.0,2.7,9.4,0.0,0.011,161.4,0.0,0.07,0.0,0.0,0.2,1.7,0.2,0.5,6.7,0.0,0.0,0.0,52.1,0.4,2.6,47.1,0.2,81.8,773.8,0.055,0.5,155.5
Червените боровинки изсъхнаха,116,116,370,1.6,0.1,0.2,0.8,98.8,78.0,0.053,6.8,0.0,0.037,19.2,0.0,0.05,0.0,0.0,0.029,1.2,0.3,0.004,0.2,0.0,1.3,0.066,12.0,0.003,0.6,6.0,0.3,9.6,48.0,0.09,0.1,120.036
Смокини изсъхнаха,117,117,21,0.008,0.014,0.003,0.037,5.4,4.0,0.3,0.8,0.0,0.091,2.5,0.0,0.021,0.002,0.0,0.054,0.023,0.046,0.031,0.1,0.0,0.062,0.046,13.6,0.052,0.2,5.7,0.073,5.6,57.1,0.067,0.079,20.461
Longans изсъхна,118,118,5,0.091,0.0,0.0,0.0,1.3,0.0,0.027,0.0,0.0,0.018,0.3,0.0,0.008,0.0,0.0,0.055,0.001,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.072,0.009,0.8,0.078,3.3,11.2,0.0,0.001,2.804
Бананови чипове,119,119,147,9.5,8.2,0.6,0.2,16.5,10.0,0.7,2.2,0.0,0.099,1.2,0.0,0.003,0.041,0.0,0.03,0.2,0.2,0.032,1.8,0.0,0.042,0.057,5.1,0.031,0.4,21.5,0.4,15.8,151.7,0.06,0.2,36.2
Личи изсъхна,120,120,7,0.003,0.076,0.004,0.061,1.8,1.7,0.01,0.1,0.0,0.049,0.6,0.0,0.06,0.063,0.0,0.015,0.032,0.0,0.004,4.6,0.0,0.071,0.032,0.8,0.071,0.036,1.1,0.012,4.5,27.8,0.08,0.085,7.431
кайсиево изсушено,121,121,17,0.015,0.02,0.083,0.031,4.4,3.7,0.2,0.5,0.0,0.066,2.2,0.0,0.042,0.064,0.0,0.086,0.2,0.055,0.017,0.012,0.0,0.3,0.088,3.9,0.02,0.2,2.2,0.038,5.0,81.3,0.04,0.055,9.329
Лонгън,122,122,2,0.076,0.0,0.0,0.0,0.5,0.0,0.009,0.071,0.0,0.0,2.6,0.0,0.01,0.0,0.0,0.052,0.014,0.0,0.0,2.7,0.0,0.0,0.0,0.039,0.059,0.066,0.3,0.089,0.7,8.5,0.0,0.01,3.493
Мами Сапоте,123,123,217,0.8,0.3,0.2,0.2,56.2,35.2,2.5,9.5,0.0,0.008,113.5,0.0,0.018,0.094,0.0,0.2,2.5,0.7,1.3,40.3,0.0,3.7,0.0,31.5,0.4,1.4,19.3,0.4,45.5,794.5,0.0,0.3,142.2
WaxGourd готви,124,124,19,0.4,0.026,0.076,0.2,4.3,2.1,0.7,1.8,0.0,0.6,168.1,0.0,0.059,0.087,0.0,0.052,0.7,0.2,0.096,18.4,0.0,0.1,0.028,31.5,0.036,0.7,17.5,0.015,29.8,8.8,0.012,1.0,57.8
джакфрут,125,125,33,0.2,0.071,0.004,0.002,8.1,6.7,0.6,0.5,0.0,0.094,25.7,0.0,0.0,0.09,0.019,0.0,0.031,0.3,0.073,0.1,4.8,0.0,0.1,0.0,8.4,0.071,0.005,10.2,0.081,7.4,156.8,0.0,9.574
Локути,126,126,9,0.071,0.085,0.035,0.023,2.4,0.0,0.09,0.3,0.0,0.053,17.3,0.0,0.097,0.015,0.0,0.048,0.012,0.0,0.042,0.2,0.0,0.0,0.0,3.2,0.093,0.007,2.6,0.037,5.4,53.2,0.047,0.014,6.236
Mammy Apple Mamey,127,127,431,4.2,1.2,1.7,0.7,105.8,0.0,4.2,25.4,0.0,0.1,729.3,0.0,0.2,0.1,0.0,0.3,3.4,0.9,0.8,118.4,0.0,0.0,0.0,93.1,0.7,5.9,135.4,0.0,93.1,397.6,0.064,0.8,357.0
Нанс,128,128,82,1.3,0.0,0.0,0.0,19.0,9.3,0.7,8.4,0.0,0.039,90.3,0.0,0.0,0.086,0.032,0.0,0.022,0.3,0.2,0.098,103.6,0.0,1.4,0.078,51.5,0.037,0.4,22.4,0.3,11.2,273.3,0.017,29.436
Кокосово цял кокосов орех,129,129,3336,71.5,672.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5
бодлива круша,130,130,42,0.5,0.014,0.038,0.2,9.9,0.0,0.8,3.7,0.0,0.044,90.2,0.0,0.0,0.066,0.097,0.0,0.062,0.5,0.0,0.097,14.4,0.0,0.0,0.0,57.7,0.051,0.3,87.6,0.0,24.7,226.6,0.012,14.977
Личи,131,131,6,0.016,0.06,0.03,0.067,1.6,1.5,0.024,0.1,0.0,0.029,7.8,0.0,0.0,0.067,0.033,0.0,0.058,0.047,0.0,0.038,6.9,0.0,0.006,0.086,0.5,0.022,0.092,1.0,0.015,3.0,16.4,0.061,2.012
Naranjilla Lulo Pulp,132,132,30,0.3,0.0,0.0,0.0,7.1,4.5,0.5,1.3,0.0,0.044,111.7,0.0,0.039,0.032,0.0,0.0,1.7,0.3,0.1,3.8,0.0,0.9,0.011,9.6,0.069,0.4,13.2,0.074,14.4,240.0,0.082,0.1,23.0
Кокосово месо изсушено,133,133,187,18.3,16.2,0.8,0.2,6.7,2.1,1.9,4.6,0.0,0.058,0.8,0.0,0.054,0.059,0.0,0.012,0.2,0.2,0.047,0.4,0.0,0.1,0.049,7.4,0.2,0.9,25.5,0.8,58.3,153.7,0.041,0.6,40.2
Waxgourd Raw,134,134,17,0.3,0.036,0.024,0.1,4.0,0.0,0.5,3.8,0.0,0.1,126.9,0.0,0.07,0.089,0.0,0.1,0.5,0.2,0.082,17.2,0.0,0.0,0.0,25.1,0.088,0.5,13.2,0.067,25.1,7.9,0.052,0.8,51.4
Суринам Чери Питанга,135,135,2,0.059,0.0,0.0,0.0,0.5,0.0,0.045,0.0,0.0,0.1,6.4,0.0,0.024,0.0,0.0,0.004,0.096,0.0,0.0,1.8,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.8,7.2,0.0,0.0,3.056
Пасивен плод,136,136,17,0.1,0.098,0.051,0.053,4.2,2.0,0.4,1.9,0.0,0.072,13.1,0.0,0.0,0.0,0.068,0.0,0.09,0.3,0.0,0.074,5.4,0.0,0.078,0.03,2.2,0.015,0.3,5.2,0.0,12.2,62.6,0.053,6.667
Саподила,137,137,141,1.9,0.3,0.9,0.05,33.9,0.0,0.7,9.0,0.0,0.08,132.6,0.0,0.0,0.08,0.0,0.001,0.3,0.4,0.086,25.0,0.0,0.0,0.0,35.7,0.1,1.4,20.4,0.0,20.4,328.1,0.099,0.2,107.6
Pummelo,138,138,48,0.06,0.0,0.0,0.0,12.0,0.0,1.0,1.3,0.0,0.094,111.4,0.0,0.0,0.067,0.0,0.0,0.098,0.3,0.0,0.005,76.3,0.0,0.0,0.0,5.0,0.097,0.1,7.5,0.005,21.3,270.0,0.0,14.376
кокосово месо,139,139,1405,133.0,117.9,5.7,1.5,60.5,24.7,13.2,35.7,0.0,0.022,186.6,0.0,0.3,0.1,0.0,0.054,2.1,1.2,0.2,13.1,0.0,1.0,0.019,55.6,1.7,9.6,127.0,6.0,448.6,1413.3,0.056,4.4,320.7
Soursop,140,140,149,0.7,0.1,0.2,0.2,37.9,30.5,2.3,7.4,0.0,0.024,182.6,0.0,0.2,0.001,0.0,0.1,2.0,0.6,0.1,46.4,0.0,0.2,0.031,31.5,0.2,1.4,47.3,0.0,60.8,625.5,0.017,0.2,127.6
Папая,141,141,62,0.4,0.1,0.1,0.051,15.7,11.3,0.7,2.5,0.0,0.004,127.7,0.0,0.0,0.097,0.061,0.0,0.07,0.5,0.3,0.014,88.3,0.0,0.4,0.06,29.0,0.017,0.4,30.5,0.026,14.5,263.9,0.086,19.422
Acerola Cherry,142,142,2,0.052,0.074,0.086,0.036,0.4,0.0,0.079,0.077,0.0,0.088,4.4,0.0,0.0,0.039,0.038,0.0,0.093,0.026,0.072,0.076,80.5,0.0,0.0,0.0,0.6,0.007,0.021,0.9,0.0,0.5,7.0,0.045,0.707
Охело плодове,143,143,39,0.3,0.0,0.0,0.0,9.6,0.0,0.5,0.0,0.0,0.068,129.2,0.0,0.066,0.0,0.0,0.082,0.4,0.0,0.0,8.4,0.0,0.0,0.0,9.8,0.0,0.1,8.4,0.0,14.0,53.2,0.0,0.0,28.7
Логанбери,144,144,81,0.5,0.053,0.023,0.3,19.1,11.3,2.2,7.8,0.0,0.06,124.4,0.0,0.008,0.029,0.0,0.05,1.2,0.4,0.083,22.5,0.0,1.3,0.065,38.2,0.2,0.9,30.9,1.8,38.2,213.2,0.065,0.5,91.2
Касаба Мелон,145,145,48,0.2,0.012,0.046,0.012,11.2,9.7,1.9,1.5,0.0,0.057,156.1,0.0,0.083,0.003,0.0,0.042,0.4,0.1,0.3,37.1,0.0,0.053,0.034,18.7,0.1,0.6,18.7,0.026,8.5,309.4,0.07,0.1,71.2
Дуриан,146,146,51,1.9,0.0,0.0,0.0,9.5,0.0,0.5,1.3,0.0,0.079,22.7,0.0,0.0,0.1,0.095,0.0,0.049,0.4,0.029,0.1,6.9,0.0,0.0,0.0,2.1,0.094,0.2,10.5,0.1,13.7,152.6,0.0,13.358
Кориандър оставя сурови,147,147,4,0.086,0.044,0.01,0.064,0.6,0.1,0.3,0.4,0.0,0.005,14.8,0.0,0.083,0.05,0.0,0.059,0.2,0.069,0.066,4.3,0.0,0.4,0.008,10.7,0.028,0.3,4.2,0.051,7.7,83.4,0.019,0.059,16.674
Градински крес суров,148,148,3,0.062,0.052,0.049,0.062,0.5,0.4,0.2,0.063,0.0,0.079,8.0,0.0,0.0,0.072,0.004,0.0,0.03,0.018,0.019,0.017,6.2,0.0,0.011,0.04,7.3,0.009,0.1,3.4,0.001,6.8,54.5,0.032,0.886
Pasilla чушки изсъхнаха,149,149,24,1.1,0.0,0.0,0.0,3.6,0.0,0.9,1.9,0.0,0.063,1.0,0.0,0.084,0.058,0.0,0.2,0.5,0.1,0.3,0.4,0.0,0.0,0.0,6.8,0.022,0.7,9.1,0.1,18.7,155.5,0.075,0.062,15.4
магданоз изсъхна,150,150,1,0.096,0.064,0.086,0.093,0.3,0.073,0.1,0.1,0.0,0.058,0.09,0.0,0.062,0.072,0.0,0.014,0.031,0.089,0.03,0.6,0.0,0.008,0.063,5.7,0.092,0.1,2.0,0.061,2.2,13.4,0.029,0.076,6.95
Аншо пипер изсъхна,151,151,48,1.4,0.1,0.08,0.8,8.7,0.0,2.0,3.7,0.0,0.068,3.8,0.0,0.055,0.082,0.0,0.4,1.1,0.3,0.6,0.3,0.0,0.0,0.0,10.4,0.079,1.9,19.2,0.2,34.2,409.9,0.046,0.2,28.4
Кориандър семена,152,152,5,0.3,0.049,0.2,0.074,1.0,0.0,0.2,0.8,0.0,0.095,0.2,0.0,0.003,0.0,0.0,0.092,0.083,0.0,0.0,0.4,0.0,0.0,0.0,12.8,0.077,0.3,5.9,0.097,7.4,22.8,0.068,0.054,15.8
Копър плевел изсъхна,153,153,253,4.4,0.2,0.0,0.0,55.8,0.0,20.0,13.6,0.0,0.2,7.3,0.0,0.0,0.4,0.0,0.0,0.3,2.8,0.0,1.7,50.0,0.0,0.0,0.0,1784.0,0.5,48.8,451.0,4.0,543.0,3308.0,0.0,96.0
бойж,154,154,19,0.6,0.2,0.2,0.017,2.7,0.0,1.6,0.0,0.0,0.023,82.8,0.0,0.073,0.058,0.0,0.1,0.8,0.072,0.064,31.2,0.0,0.0,0.0,82.8,0.1,2.9,46.3,0.3,47.2,418.3,0.084,0.2,121.8
епазот,155,155,0,0.06,0.0,0.0,0.0,0.094,0.0,0.059,0.051,0.0,0.021,0.7,0.0,0.0,0.058,0.013,0.0,0.04,0.065,0.026,0.026,0.047,0.0,0.0,0.0,2.2,0.067,0.059,1.0,0.099,0.7,5.1,0.028,0.363
Чивс изсъхна,156,156,1,0.055,0.051,0.093,0.023,0.1,0.0,0.013,0.041,0.0,0.04,0.091,0.0,0.0,0.009,0.036,0.0,0.009,0.068,0.062,0.054,1.3,0.0,0.0,0.0,1.6,0.047,0.003,1.3,0.095,1.0,5.9,0.077,0.32
Мащерка прясна,157,157,1,0.068,0.07,0.056,0.085,0.2,0.0,0.091,0.1,0.0,0.017,0.5,0.0,0.0,0.074,0.08,0.0,0.039,0.019,0.048,0.057,1.3,0.0,0.0,0.0,3.2,0.018,0.1,1.3,0.045,0.8,4.9,0.0,0.545
Butterbur,158,158,4,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.053,121.4,0.0,0.067,0.078,0.0,0.081,0.2,0.0,0.097,14.8,0.0,0.0,0.0,42.2,0.087,0.8,2.5,0.1,5.0,14.9,0.045,0.015,58.6
Корен от Васаби,159,159,142,0.8,0.0,0.0,0.0,30.6,0.0,6.2,10.1,0.0,0.02,89.8,0.0,0.2,0.099,0.0,0.1,1.0,0.3,0.4,54.5,0.0,0.0,0.0,166.4,0.2,1.3,89.7,0.5,104.0,738.4,0.0,2.1,269.9
розмарин изсъхна,160,160,4,0.2,0.083,0.029,0.085,0.8,0.0,0.081,0.5,0.0,0.048,0.1,0.0,0.002,0.043,0.0,0.016,0.054,0.0,0.074,0.7,0.0,0.0,0.0,15.4,0.084,0.4,2.6,0.011,0.8,11.5,0.084,0.078,18.079
корен на джинджифил,161,161,2,0.028,0.048,0.067,0.046,0.4,0.019,0.068,0.058,0.0,0.0,1.6,0.0,0.073,0.079,0.0,0.055,0.088,0.064,0.051,0.1,0.0,0.03,0.02,0.3,0.092,0.061,0.9,0.026,0.7,8.3,0.08,0.049,1.028
бял пипер,162,162,7,0.0,0.002,0.049,0.032,1.6,0.0,0.2,0.6,0.0,0.075,0.3,0.0,0.0,0.008,0.027,0.0,0.028,0.085,0.0,0.075,0.5,0.0,0.0,0.0,6.4,0.069,0.3,2.2,0.1,4.2,1.8,0.077,2.514
Пустици,163,163,6,0.3,0.017,0.037,0.2,1.4,0.028,0.1,0.7,0.0,0.0,0.2,0.0,0.097,0.047,0.0,0.095,0.032,0.075,0.03,0.083,0.0,0.2,0.036,13.3,0.049,0.2,5.4,1.3,2.2,21.4,0.074,0.02,16.019
Paprika,164,164,19,0.9,0.1,0.1,0.5,3.7,0.7,1.0,2.4,0.0,0.061,0.8,0.0,0.0,0.077,0.045,0.0,0.05,0.7,0.2,0.1,0.022,0.0,2.0,0.061,15.6,0.061,1.4,12.1,0.1,21.4,155.0,0.024,8.206
Мейс земя,165,165,25,1.7,0.5,0.6,0.2,2.7,0.0,0.4,1.1,0.0,0.097,0.4,0.0,0.079,0.016,0.0,0.032,0.061,0.0,0.039,1.1,0.0,0.0,0.0,13.4,0.1,0.7,8.6,0.073,5.8,24.5,0.083,0.1,21.1
дафинов лист,166,166,2,0.042,0.08,0.095,0.076,0.4,0.0,0.086,0.2,0.0,0.084,0.07,0.0,0.021,0.015,0.0,0.054,0.061,0.0,0.094,0.3,0.0,0.0,0.0,5.0,0.031,0.3,0.7,0.058,0.7,3.2,0.077,0.081,6.316
Eppaw,167,167,150,1.8,0.0,0.0,0.0,31.7,0.0,4.6,0.0,0.0,0.015,60.0,0.0,0.0,0.1,0.072,0.0,0.1,0.3,1.2,0.2,13.0,0.0,0.0,0.0,110.0,0.2,1.2,32.0,1.1,165.0,340.0,0.052,38.5
естрагон изсъхна,168,168,2,0.047,0.01,0.081,0.068,0.3,0.0,0.1,0.038,0.0,0.012,0.068,0.0,0.011,0.092,0.0,0.082,0.083,0.0,0.083,0.3,0.0,0.0,0.0,6.8,0.069,0.2,2.1,0.044,1.9,18.1,0.088,0.019,7.752
Джинджифил,169,169,6,0.043,0.088,0.021,0.095,1.3,0.067,0.2,0.3,0.0,0.038,0.2,0.0,0.037,0.002,0.0,0.091,0.2,0.083,0.05,0.094,0.0,0.0,0.043,2.1,0.078,0.4,3.9,0.6,3.0,23.8,0.084,0.087,4.327
пикантна земя,170,170,4,0.029,0.085,0.0,0.0,1.0,0.0,0.074,0.6,0.0,0.055,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.053,0.0,0.0,0.7,0.0,0.0,0.0,29.8,0.043,0.5,5.3,0.044,2.0,14.7,0.057,1.895
черен пипер,171,171,6,0.006,0.034,0.04,0.065,1.5,0.08,0.2,0.6,0.0,0.036,0.3,0.0,0.0,0.047,0.04,0.0,0.029,0.067,0.09,0.073,0.0,0.0,0.084,0.045,10.2,0.001,0.2,3.9,0.3,3.6,30.6,0.009,2.505
Spearmint Fresh,172,172,3,0.089,0.049,0.068,0.022,0.5,0.0,0.2,0.4,0.0,0.092,4.9,0.0,0.0,0.079,0.061,0.0,0.098,0.007,0.086,0.033,0.8,0.0,0.0,0.0,11.3,0.008,0.7,3.6,0.064,3.4,26.1,0.0,1.261
подправка за домашни птици,173,173,14,0.3,0.1,0.094,0.079,2.9,0.1,0.4,0.5,0.0,0.063,0.4,0.0,0.046,0.049,0.0,0.042,0.1,0.0,0.093,0.5,0.0,0.088,0.026,43.8,0.008,1.6,9.9,0.3,7.5,30.1,0.037,0.1,50.0
Земя на индийското орехче,174,174,12,0.8,0.6,0.056,0.088,1.1,0.6,0.1,0.5,0.0,0.095,0.1,0.0,0.065,0.008,0.0,0.055,0.088,0.0,0.072,0.001,0.0,0.0,0.0,4.0,0.052,0.018,4.0,0.008,4.7,7.7,0.086,0.036,6.656
Къри на прах,175,175,20,0.9,0.1,0.3,0.2,3.7,0.2,0.8,2.1,0.0,0.004,0.6,0.0,0.0,0.076,0.023,0.0,0.042,0.2,0.0,0.05,0.7,0.0,1.4,0.094,30.1,0.034,1.9,16.0,0.3,22.0,97.2,0.052,7.681
мента,176,176,1,0.004,0.016,0.034,0.051,0.2,0.0,0.038,0.1,0.0,0.007,1.3,0.0,0.0,0.025,0.039,0.0,0.011,0.086,0.048,0.061,0.5,0.0,0.0,0.0,3.9,0.078,0.066,1.3,0.088,1.2,9.1,0.0,0.423
Сол,177,177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.099,0.006,0.2,0.052,0.0,1.4,0.039,0.098,4.329
Листата от кориандър изсъхват,178,178,2,0.098,0.099,0.09,0.081,0.3,0.045,0.1,0.095,0.0,0.018,0.009,0.0,0.0,0.019,0.089,0.0,0.02,0.046,0.0,0.014,3.4,0.0,0.08,0.094,7.5,0.017,0.3,4.2,0.087,2.9,26.8,0.04,0.633
Мъдрец,179,179,2,0.046,0.07,0.069,0.013,0.4,0.052,0.058,0.3,0.0,0.083,0.051,0.0,0.018,0.025,0.0,0.1,0.055,0.0,0.044,0.2,0.0,0.08,0.099,11.6,0.06,0.2,3.0,0.032,0.6,7.5,0.039,0.02,12.796
чесън на прах,180,180,10,0.029,0.003,0.045,0.016,2.3,0.068,0.5,0.3,0.0,0.082,0.2,0.0,0.0,0.011,0.056,0.0,0.031,0.059,0.008,0.093,0.091,0.0,0.039,0.008,2.4,0.003,0.2,2.4,0.035,12.8,37.0,0.077,3.269
Копър плевел прясно,181,181,4,0.063,0.064,0.022,0.052,0.6,0.0,0.3,0.2,0.0,0.017,7.6,0.0,0.0,0.097,0.063,0.0,0.012,0.1,0.026,0.003,7.6,0.0,0.0,0.0,18.5,0.09,0.6,4.9,0.1,5.9,65.7,0.0,1.201
Кардамон,182,182,6,0.1,0.065,0.038,0.071,1.4,0.0,0.2,0.6,0.0,0.013,0.2,0.0,0.072,0.0,0.0,0.056,0.029,0.0,0.005,0.4,0.0,0.0,0.0,7.7,0.039,0.3,4.6,0.6,3.6,22.4,0.0,0.1,10.7
шафран,183,183,2,0.092,0.047,0.1,0.05,0.5,0.0,0.071,0.002,0.0,0.063,0.086,0.0,0.0,0.097,0.082,0.0,0.066,0.061,0.0,0.023,0.6,0.0,0.0,0.0,0.8,0.037,0.035,1.8,0.2,1.8,12.1,0.082,0.682
Земя на всички спорове,184,184,5,0.2,0.034,0.084,0.063,1.4,0.0,0.1,0.4,0.0,0.001,0.2,0.0,0.026,0.079,0.0,0.08,0.088,0.0,0.03,0.7,0.0,0.0,0.0,12.6,0.011,0.1,2.6,0.036,2.1,19.8,0.02,0.015,15.5
